timestamp,rnti,dl_bytes,ul_bytes,mcs_ul,nprb,snr,bler
2026-04-29T14:37:08.401717,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:08.401788,f055,0,397,0,5,43.0,0.00000
2026-04-29T14:37:08.402316,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:08.402427,f055,0,397,0,5,43.0,0.00000
2026-04-29T14:37:09.019924,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:09.020163,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:09.019720,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:09.019992,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:09.640778,6584,0,393,0,5,30.0,0.00000
2026-04-29T14:37:09.640973,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:09.641076,6584,0,393,0,5,30.0,0.00000
2026-04-29T14:37:09.641190,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:10.283630,6584,0,393,0,5,36.0,0.00000
2026-04-29T14:37:10.284300,f055,0,397,0,5,30.0,0.00000
2026-04-29T14:37:10.283615,6584,0,393,0,5,36.0,0.00000
2026-04-29T14:37:10.283658,f055,0,397,0,5,30.0,0.00000
2026-04-29T14:37:10.902577,6584,0,393,0,5,43.0,0.00000
2026-04-29T14:37:10.902707,f055,0,397,0,5,36.0,0.00000
2026-04-29T14:37:10.902363,6584,0,393,0,5,43.0,0.00000
2026-04-29T14:37:10.902795,f055,0,397,0,5,36.0,0.00000
2026-04-29T14:37:11.536294,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:11.536841,f055,0,397,0,5,43.0,0.00000
2026-04-29T14:37:11.536744,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:11.537807,f055,0,397,0,5,43.0,0.00000
2026-04-29T14:37:12.176043,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:12.176104,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:12.176076,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:12.176432,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:12.820506,6584,0,393,0,5,30.0,0.00000
2026-04-29T14:37:12.820735,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:12.820126,6584,0,393,0,5,30.0,0.00000
2026-04-29T14:37:12.820347,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:13.454913,6584,0,393,0,5,36.0,0.00000
2026-04-29T14:37:13.455042,f055,0,397,0,5,30.0,0.00000
2026-04-29T14:37:13.454842,6584,0,393,0,5,36.0,0.00000
2026-04-29T14:37:13.455120,f055,0,397,0,5,30.0,0.00000
2026-04-29T14:37:14.093073,6584,0,393,0,5,43.0,0.00000
2026-04-29T14:37:14.093197,f055,0,397,0,5,36.0,0.00000
2026-04-29T14:37:14.093683,6584,0,393,0,5,43.0,0.00000
2026-04-29T14:37:14.093903,f055,0,397,0,5,36.0,0.00000
2026-04-29T14:37:14.724540,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:14.724846,f055,0,397,0,5,43.0,0.00000
2026-04-29T14:37:14.724155,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:14.724214,f055,0,397,0,5,43.0,0.00000
2026-04-29T14:37:15.345506,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:15.345662,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:15.345916,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:15.345962,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:15.968553,6584,0,393,0,5,30.0,0.00000
2026-04-29T14:37:15.968596,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:15.968988,6584,0,393,0,5,30.0,0.00000
2026-04-29T14:37:15.969032,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:16.589092,6584,0,393,0,5,36.0,0.00000
2026-04-29T14:37:16.589137,f055,0,397,0,5,30.0,0.00000
2026-04-29T14:37:16.589694,6584,0,393,0,5,36.0,0.00000
2026-04-29T14:37:16.589919,f055,0,397,0,5,30.0,0.00000
2026-04-29T14:37:17.210594,6584,0,393,0,5,43.0,0.00000
2026-04-29T14:37:17.210642,f055,0,397,0,5,36.0,0.00000
2026-04-29T14:37:17.210910,6584,0,393,0,5,43.0,0.00000
2026-04-29T14:37:17.211136,f055,0,397,0,5,36.0,0.00000
2026-04-29T14:37:17.831147,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:17.831524,f055,0,397,0,5,43.0,0.00000
2026-04-29T14:37:17.831976,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:17.833898,f055,0,397,0,5,43.0,0.00000
2026-04-29T14:37:18.453873,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:18.454049,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:18.454065,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:18.454110,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:19.085344,6584,0,393,0,5,30.0,0.00000
2026-04-29T14:37:19.085389,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:19.085999,6584,0,393,0,5,30.0,0.00000
2026-04-29T14:37:19.086047,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:19.725977,6584,0,393,0,5,36.0,0.00000
2026-04-29T14:37:19.726205,f055,0,397,0,5,30.0,0.00000
2026-04-29T14:37:19.725513,6584,0,393,0,5,36.0,0.00000
2026-04-29T14:37:19.725559,f055,0,397,0,5,30.0,0.00000
2026-04-29T14:37:20.362380,6584,0,393,0,5,43.0,0.00000
2026-04-29T14:37:20.362612,f055,0,397,0,5,36.0,0.00000
2026-04-29T14:37:20.362568,6584,0,393,0,5,43.0,0.00000
2026-04-29T14:37:20.362705,f055,0,397,0,5,36.0,0.00000
2026-04-29T14:37:20.987893,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:20.988061,f055,0,397,0,5,43.0,0.00000
2026-04-29T14:37:20.987611,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:20.988186,f055,0,397,0,5,43.0,0.00000
2026-04-29T14:37:21.617249,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:21.617343,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:21.616674,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:21.617089,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:22.258175,6584,0,393,0,5,30.0,0.00000
2026-04-29T14:37:22.258581,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:22.258279,6584,0,393,0,5,30.0,0.00000
2026-04-29T14:37:22.258420,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:22.894988,6584,0,393,0,5,36.0,0.00000
2026-04-29T14:37:22.895177,f055,0,397,0,5,30.0,0.00000
2026-04-29T14:37:22.895663,6584,0,393,0,5,36.0,0.00000
2026-04-29T14:37:22.895752,f055,0,397,0,5,30.0,0.00000
2026-04-29T14:37:23.529239,6584,0,393,0,5,43.0,0.00000
2026-04-29T14:37:23.531526,f055,0,397,0,5,36.0,0.00000
2026-04-29T14:37:23.526959,6584,0,393,0,5,43.0,0.00000
2026-04-29T14:37:23.527189,f055,0,397,0,5,36.0,0.00000
2026-04-29T14:37:24.158934,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:24.159088,f055,0,397,0,5,43.0,0.00000
2026-04-29T14:37:24.158533,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:24.158683,f055,0,397,0,5,43.0,0.00000
2026-04-29T14:37:24.783114,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:24.783162,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:24.784453,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:24.784499,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:25.427462,6584,0,393,0,5,30.0,0.00000
2026-04-29T14:37:25.427506,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:25.427731,6584,0,393,0,5,30.0,0.00000
2026-04-29T14:37:25.428094,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:26.048731,6584,0,393,0,5,36.0,0.00000
2026-04-29T14:37:26.048917,f055,0,397,0,5,30.0,0.00000
2026-04-29T14:37:26.048514,6584,0,393,0,5,36.0,0.00000
2026-04-29T14:37:26.048558,f055,0,397,0,5,30.0,0.00000
2026-04-29T14:37:26.675390,6584,0,393,0,5,43.0,0.00000
2026-04-29T14:37:26.677989,f055,0,397,0,5,36.0,0.00000
2026-04-29T14:37:26.675422,6584,0,393,0,5,43.0,0.00000
2026-04-29T14:37:26.675509,f055,0,397,0,5,36.0,0.00000
2026-04-29T14:37:27.319021,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:27.320326,f055,0,397,0,5,43.0,0.00000
2026-04-29T14:37:27.319519,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:27.319917,f055,0,397,0,5,43.0,0.00000
2026-04-29T14:37:27.999221,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:27.999265,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:27.999103,6584,0,393,0,5,51.0,0.00000
2026-04-29T14:37:27.999221,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:28.641843,6584,0,393,0,5,30.0,0.00000
2026-04-29T14:37:28.641889,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:28.641515,6584,0,393,0,5,30.0,0.00000
2026-04-29T14:37:28.643978,f055,0,397,0,5,51.0,0.00000
2026-04-29T14:37:29.286974,6584,422,835,0,5,35.0,0.00000
2026-04-29T14:37:29.287141,f055,191084,894,7,106,50.5,0.00000
2026-04-29T14:37:29.286468,6584,422,835,0,5,35.0,0.00000
2026-04-29T14:37:29.286667,f055,191084,894,7,106,50.5,0.00000
2026-04-29T14:37:30.007422,6584,0,835,0,5,42.0,0.00000
2026-04-29T14:37:30.007556,f055,1838114,987,19,106,50.5,0.00000
2026-04-29T14:37:30.006823,6584,0,835,0,5,42.0,0.00000
2026-04-29T14:37:30.007657,f055,1838114,987,19,106,50.5,0.00000
2026-04-29T14:37:30.730997,6584,0,835,0,5,51.0,0.00000
2026-04-29T14:37:30.734065,f055,2140961,1131,28,5,51.0,0.00000
2026-04-29T14:37:30.733832,6584,0,835,0,5,51.0,0.00000
2026-04-29T14:37:30.734406,f055,2140961,1131,28,5,51.0,0.00000
2026-04-29T14:37:31.436820,6584,0,835,0,5,51.0,0.00000
2026-04-29T14:37:31.436999,f055,1829847,1278,28,87,50.5,0.00000
2026-04-29T14:37:31.437741,6584,0,835,0,5,51.0,0.00000
2026-04-29T14:37:31.437859,f055,1829847,1278,28,87,50.5,0.00000
2026-04-29T14:37:32.149778,6584,0,835,0,5,30.0,0.00000
2026-04-29T14:37:32.151431,f055,1796881,1422,28,5,51.0,0.00000
2026-04-29T14:37:32.149434,6584,0,835,0,5,30.0,0.00000
2026-04-29T14:37:32.149479,f055,1796881,1422,28,5,51.0,0.00000
2026-04-29T14:37:32.857584,6584,0,835,0,5,35.5,0.00000
2026-04-29T14:37:32.857916,f055,1833609,1566,28,85,50.5,0.00000
2026-04-29T14:37:32.855093,6584,0,835,0,5,35.5,0.00000
2026-04-29T14:37:32.855137,f055,1833609,1566,28,85,50.5,0.00000
2026-04-29T14:37:33.559588,6584,0,835,0,5,42.0,0.00000
2026-04-29T14:37:33.559630,f055,1800195,1704,28,106,50.5,0.00000
2026-04-29T14:37:33.559354,6584,0,835,0,5,42.0,0.00000
2026-04-29T14:37:33.559398,f055,1800195,1704,28,106,50.5,0.00000
2026-04-29T14:37:34.264673,6584,0,835,0,5,51.0,0.00000
2026-04-29T14:37:34.268715,f055,1819864,1833,28,87,50.5,0.00000
2026-04-29T14:37:34.265190,6584,0,835,0,5,51.0,0.00000
2026-04-29T14:37:34.265238,f055,1819864,1833,28,87,50.5,0.00000
2026-04-29T14:37:34.973546,6584,0,835,0,5,51.0,0.00000
2026-04-29T14:37:34.973592,f055,1821901,1980,28,106,50.5,0.00000
2026-04-29T14:37:34.972356,6584,0,835,0,5,51.0,0.00000
2026-04-29T14:37:34.972403,f055,1821901,1980,28,106,50.5,0.00000
2026-04-29T14:37:35.668429,6584,0,835,0,5,30.0,0.00000
2026-04-29T14:37:35.668475,f055,1775978,2109,28,87,50.5,0.00000
2026-04-29T14:37:35.668797,6584,0,835,0,5,30.0,0.00000
